"region","livestockType","managementType","managementSubtype","typicalMass","massNExcretedPer1000kgLivestockPerTime","massN2OPerMassNDirect","fractionVolatilised","massN2OPerMassNVolatilised","units","source"
"Asia","typical swine","uncovered anaerobic lagoon","-",28,0.5,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","aerobic treatment","forced aeration",180,0.46,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","aerobic treatment","natural aeration",180,0.46,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","anaerobic digester","-",180,0.46,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","composting","intensive windrow",180,0.46,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","composting","in vessel",180,0.46,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","composting","static pile",180,0.46,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","composting","passive windrow",180,0.46,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","daily spread","-",180,0.46,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","deep bedding","no mixing",180,0.46,0.010,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","deep bedding","active mixing",180,0.46,0.070,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","dry lot","-",180,0.46,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","liquid/slurry","with natural crust cover",180,0.46,0.005,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","liquid/slurry","without natural crust cover",180,0.46,0.000,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","pasture/range/paddock","-",180,0.46,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","pit storage below animal confinements","-",180,0.46,0.002,0.250,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","solid storage","-",180,0.46,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","breeding swine","uncovered anaerobic lagoon","-",180,0.46,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","buffalo","aerobic treatment","forced aeration",380,0.32,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","buffalo","aerobic treatment","natural aeration",380,0.32,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","buffalo","anaerobic digester","-",380,0.32,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","buffalo","composting","intensive windrow",380,0.32,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","buffalo","composting","passive windrow",380,0.32,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","buffalo","composting","in vessel",380,0.32,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","buffalo","composting","static pile",380,0.32,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Eastern Europe","buffalo","daily spread","-",380,0.32,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
