homeDwellingType,homeNoOfBedrooms,homeFuel,homeAge,type,kgCO2PerYear,units,source,default
detached house,4,coal,pre 1930,closed room heaters,18511,kgco2/year,defra/bre/dgen 2007,
detached house,4,coal,post 1995,boiler-manual feed,9677,kgco2/year,defra/bre/dgen 2007,
detached house,4,coal,post 1995,boiler automatic (gravity) feed,8871,kgco2/year,defra/bre/dgen 2007,
detached house,4,coal,post 1995,open fires,14921,kgco2/year,defra/bre/dgen 2007,
detached house,4,coal,post 1995,closed room heaters,8954,kgco2/year,defra/bre/dgen 2007,
detached house,4,electricity,1930-1995,modern storage heaters (slim line),14735,kgco2/year,defra/bre/dgen 2007,
detached house,4,electricity,1930-1995,old storage heaters (large volume),14735,kgco2/year,defra/bre/dgen 2007,
detached house,4,electricity,1930-1995,room heaters (convector panel or radiant heaters),12652,kgco2/year,defra/bre/dgen 2007,
detached house,4,electricity,pre 1930,modern storage heaters (slim line),19364,kgco2/year,defra/bre/dgen 2007,
detached house,4,electricity,pre 1930,old storage heaters (large volume),19364,kgco2/year,defra/bre/dgen 2007,
detached house,4,electricity,pre 1930,room heaters (convector panel or radiant heaters),16260,kgco2/year,defra/bre/dgen 2007,
detached house,4,electricity,post 1995,modern storage heaters (slim line),9268,kgco2/year,defra/bre/dgen 2007,
detached house,4,electricity,post 1995,old storage heaters (large volume),9268,kgco2/year,defra/bre/dgen 2007,
detached house,4,electricity,post 1995,room heaters (convector panel or radiant heaters),8158,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,1930-1995,boiler (old-12-15yrs old),8211,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,1930-1995,boiler (average-5-10yrs old),6842,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,1930-1995,boiler (new-less than 5 yrs old),6316,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,1930-1995,room heaters,9223,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,1930-1995,warm air,7038,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,1930-1995,back boiler,7579,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,1930-1995,boiler (condensing),5598,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,pre 1930,boiler (old-12-15yrs old),10561,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,pre 1930,boiler (average-5-10yrs old),8801,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,pre 1930,boiler (new-less than 5 yrs old),8124,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,pre 1930,room heaters,11654,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,pre 1930,warm air,9052,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,pre 1930,back boiler,9749,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,pre 1930,boiler (condensing),7201,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,post 1995,boiler (old-12-15yrs old),5283,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,post 1995,boiler (average-5-10yrs old),4403,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,post 1995,boiler (new-less than 5 yrs old),4064,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,post 1995,room heaters,6194,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,post 1995,warm air,4528,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,post 1995,back boiler,4877,kgco2/year,defra/bre/dgen 2007,
detached house,4,gas,post 1995,boiler (condensing),3602,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,1930-1995,boiler (old-12-15yrs old),10759,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,1930-1995,boiler (average-5-10yrs old),8742,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,1930-1995,boiler (new-less than 5 yrs old),8227,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,1930-1995,room heaters,13028,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,1930-1995,boiler (condensing),7770,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,1930-1995,warm air,9990,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,pre 1930,boiler (old-12-15yrs old),13824,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,pre 1930,boiler (average-5-10yrs old),11232,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,pre 1930,boiler (new-less than 5 yrs old),10571,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,pre 1930,room heaters,16650,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,pre 1930,boiler (condensing),9984,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,pre 1930,warm air,12837,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,post 1995,boiler (old-12-15yrs old),6933,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,post 1995,boiler (average-5-10yrs old),5633,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,post 1995,boiler (new-less than 5 yrs old),5301,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,post 1995,room heaters,8506,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,post 1995,boiler (condensing),5007,kgco2/year,defra/bre/dgen 2007,
detached house,5,oil,post 1995,warm air,6437,kgco2/year,defra/bre/dgen 2007,
detached house,5,lpg,1930-1995,boiler (old-12-15yrs old),10089,kgco2/year,defra/bre/dgen 2007,
detached house,5,lpg,1930-1995,boiler (average-5-10yrs old),8408,kgco2/year,defra/bre/dgen 2007,
detached house,5,lpg,1930-1995,boiler (new-less than 5 yrs old),7567,kgco2/year,defra/bre/dgen 2007,
detached house,5,lpg,1930-1995,boiler (condensing),6879,kgco2/year,defra/bre/dgen 2007,
detached house,5,lpg,pre 1930,boiler (old-12-15yrs old),12977,kgco2/year,defra/bre/dgen 2007,
detached house,5,lpg,pre 1930,boiler (average-5-10yrs old),10814,kgco2/year,defra/bre/dgen 2007,
detached house,5,lpg,pre 1930,boiler (new-less than 5 yrs old),9733,kgco2/year,defra/bre/dgen 2007,
detached house,5,lpg,pre 1930,boiler (condensing),8848,kgco2/year,defra/bre/dgen 2007,
detached house,5,lpg,post 1995,boiler (old-12-15yrs old),6492,kgco2/year,defra/bre/dgen 2007,
detached house,5,lpg,post 1995,boiler (average-5-10yrs old),5410,kgco2/year,defra/bre/dgen 2007,
detached house,5,lpg,post 1995,boiler (new-less than 5 yrs old),4869,kgco2/year,defra/bre/dgen 2007,
detached house,5,lpg,post 1995,boiler (condensing),4426,kgco2/year,defra/bre/dgen 2007,
detached house,5,biomass,1930-1995,boiler (wood chip/pellets),1085,kgco2/year,defra/bre/dgen 2007,
detached house,5,biomass,1930-1995,stove,3327,kgco2/year,defra/bre/dgen 2007,
detached house,5,biomass,pre 1930,boiler (wood chip/pellets),1421,kgco2/year,defra/bre/dgen 2007,
detached house,5,biomass,pre 1930,stove,3664,kgco2/year,defra/bre/dgen 2007,
detached house,5,biomass,post 1995,boiler (wood chip/pellets),684,kgco2/year,defra/bre/dgen 2007,
detached house,5,biomass,post 1995,stove,2927,kgco2/year,defra/bre/dgen 2007,
detached house,5,electricity,1930-1995,modern storage heaters (slim line),16577,kgco2/year,defra/bre/dgen 2007,
detached house,5,electricity,1930-1995,old storage heaters (large volume),16577,kgco2/year,defra/bre/dgen 2007,
detached house,5,electricity,1930-1995,room heaters (convector panel or radiant heaters),14234,kgco2/year,defra/bre/dgen 2007,
detached house,5,electricity,pre 1930,modern storage heaters (slim line),21784,kgco2/year,defra/bre/dgen 2007,
detached house,5,electricity,pre 1930,old storage heaters (large volume),21784,kgco2/year,defra/bre/dgen 2007,
detached house,5,electricity,pre 1930,room heaters (convector panel or radiant heaters),18292,kgco2/year,defra/bre/dgen 2007,
detached house,5,electricity,post 1995,modern storage heaters (slim line),10427,kgco2/year,defra/bre/dgen 2007,
detached house,5,electricity,post 1995,old storage heaters (large volume),10427,kgco2/year,defra/bre/dgen 2007,
detached house,5,electricity,post 1995,room heaters (convector panel or radiant heaters),9178,kgco2/year,defra/bre/dgen 2007,
detached house,5,coal,1930-1995,boiler-manual feed,17264,kgco2/year,defra/bre/dgen 2007,
detached house,5,coal,1930-1995,boiler automatic (gravity) feed,15826,kgco2/year,defra/bre/dgen 2007,
detached house,5,coal,1930-1995,open fires,27748,kgco2/year,defra/bre/dgen 2007,
detached house,5,coal,1930-1995,closed room heaters,15919,kgco2/year,defra/bre/dgen 2007,
detached house,5,coal,pre 1930,boiler-manual feed,22616,kgco2/year,defra/bre/dgen 2007,
detached house,5,coal,pre 1930,boiler automatic (gravity) feed,20731,kgco2/year,defra/bre/dgen 2007,
detached house,5,coal,pre 1930,open fires,36945,kgco2/year,defra/bre/dgen 2007,
detached house,5,coal,pre 1930,closed room heaters,20825,kgco2/year,defra/bre/dgen 2007,
detached house,5,coal,post 1995,boiler-manual feed,10887,kgco2/year,defra/bre/dgen 2007,
detached house,5,coal,post 1995,boiler automatic (gravity) feed,9980,kgco2/year,defra/bre/dgen 2007,
detached house,5,coal,post 1995,open fires,16787,kgco2/year,defra/bre/dgen 2007,
detached house,5,coal,post 1995,closed room heaters,10073,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,1930-1995,boiler (old-12-15yrs old),9237,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,1930-1995,boiler (average-5-10yrs old),7698,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,1930-1995,boiler (new-less than 5 yrs old),7106,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,1930-1995,room heaters,10376,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,1930-1995,warm air,7918,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,1930-1995,back boiler,8527,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,1930-1995,boiler (condensing),6298,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,pre 1930,boiler (old-12-15yrs old),11881,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,pre 1930,boiler (average-5-10yrs old),9901,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,pre 1930,boiler (new-less than 5 yrs old),9139,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,pre 1930,room heaters,13111,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,pre 1930,warm air,10184,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,pre 1930,back boiler,10967,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,pre 1930,boiler (condensing),8101,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,post 1995,boiler (old-12-15yrs old),5944,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,post 1995,boiler (average-5-10yrs old),4953,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,post 1995,boiler (new-less than 5 yrs old),4572,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,post 1995,room heaters,6969,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,post 1995,warm air,5095,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,post 1995,back boiler,5487,kgco2/year,defra/bre/dgen 2007,
detached house,5,gas,post 1995,boiler (condensing),4053,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,1930-1995,boiler (old-12-15yrs old),11954,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,1930-1995,boiler (average-5-10yrs old),9713,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,1930-1995,boiler (new-less than 5 yrs old),9141,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,1930-1995,room heaters,14475,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,1930-1995,boiler (condensing),8634,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,1930-1995,warm air,11100,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,pre 1930,boiler (old-12-15yrs old),15360,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,pre 1930,boiler (average-5-10yrs old),12480,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,pre 1930,boiler (new-less than 5 yrs old),11746,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,pre 1930,room heaters,18500,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,pre 1930,boiler (condensing),11093,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,pre 1930,warm air,14263,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,post 1995,boiler (old-12-15yrs old),7703,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,post 1995,boiler (average-5-10yrs old),6258,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,post 1995,boiler (new-less than 5 yrs old),5890,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,post 1995,room heaters,9451,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,post 1995,boiler (condensing),5563,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,oil,post 1995,warm air,7152,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,lpg,1930-1995,boiler (old-12-15yrs old),11210,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,lpg,1930-1995,boiler (average-5-10yrs old),9342,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,lpg,1930-1995,boiler (new-less than 5 yrs old),8408,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,lpg,1930-1995,boiler (condensing),7643,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,lpg,pre 1930,boiler (old-12-15yrs old),14419,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,lpg,pre 1930,boiler (average-5-10yrs old),12016,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,lpg,pre 1930,boiler (new-less than 5 yrs old),10814,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,lpg,pre 1930,boiler (condensing),9831,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,lpg,post 1995,boiler (old-12-15yrs old),7213,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,lpg,post 1995,boiler (average-5-10yrs old),6011,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,lpg,post 1995,boiler (new-less than 5 yrs old),5410,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,lpg,post 1995,boiler (condensing),4918,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,biomass,1930-1995,boiler (wood chip/pellets),1205,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,biomass,1930-1995,stove,3697,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,biomass,pre 1930,boiler (wood chip/pellets),1579,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,biomass,pre 1930,stove,4071,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,biomass,post 1995,boiler (wood chip/pellets),760,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,biomass,post 1995,stove,3252,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,electricity,1930-1995,modern storage heaters (slim line),18419,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,electricity,1930-1995,old storage heaters (large volume),18419,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,electricity,1930-1995,room heaters (convector panel or radiant heaters),15815,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,electricity,pre 1930,modern storage heaters (slim line),24204,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,electricity,pre 1930,old storage heaters (large volume),24204,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,electricity,pre 1930,room heaters (convector panel or radiant heaters),20324,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,electricity,post 1995,modern storage heaters (slim line),11585,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,electricity,post 1995,old storage heaters (large volume),11585,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,electricity,post 1995,room heaters (convector panel or radiant heaters),10198,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,coal,1930-1995,boiler-manual feed,19182,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,coal,1930-1995,boiler automatic (gravity) feed,17584,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,coal,1930-1995,open fires,30831,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,coal,1930-1995,closed room heaters,17688,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,coal,pre 1930,boiler-manual feed,25129,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,coal,pre 1930,boiler automatic (gravity) feed,23035,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,coal,pre 1930,open fires,41051,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,coal,pre 1930,closed room heaters,23139,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,coal,post 1995,boiler-manual feed,12096,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,coal,post 1995,boiler automatic (gravity) feed,11088,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,coal,post 1995,open fires,18651,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,coal,post 1995,closed room heaters,11192,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,1930-1995,boiler (old-12-15yrs old),10264,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,1930-1995,boiler (average-5-10yrs old),8553,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,1930-1995,boiler (new-less than 5 yrs old),7895,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,1930-1995,room heaters,11529,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,1930-1995,warm air,8797,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,1930-1995,back boiler,9474,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,1930-1995,boiler (condensing),6998,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,pre 1930,boiler (old-12-15yrs old),13201,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,pre 1930,boiler (average-5-10yrs old),11001,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,pre 1930,boiler (new-less than 5 yrs old),10155,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,pre 1930,room heaters,14567,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,pre 1930,warm air,11315,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,pre 1930,back boiler,12186,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,pre 1930,boiler (condensing),9001,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,post 1995,boiler (old-12-15yrs old),6604,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,post 1995,boiler (average-5-10yrs old),5503,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,post 1995,boiler (new-less than 5 yrs old),5080,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,post 1995,room heaters,7743,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,post 1995,warm air,5661,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,post 1995,back boiler,6096,kgco2/year,defra/bre/dgen 2007,
detached house,more than 5,gas,post 1995,boiler (condensing),4503,kgco2/year,defra/bre/dgen 2007,
end-terrace house,1,oil,1930-1995,boiler (old-12-15yrs old),4648,kgco2/year,defra/bre/dgen 2007,
end-terrace house,1,oil,1930-1995,boiler (average-5-10yrs old),3776,kgco2/year,defra/bre/dgen 2007,
