"plant","prodProcess","fuel","defCarbonContent","defFuelQuantity","units","source"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Waste oils",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Peat",28.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Wood/ wood waste",30.5000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Sulphite lyes (black liquor)",26.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Other primary solid biomass",27.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Charcoal",30.5000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Biogasoline",19.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Biodiesels",19.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Other liquid biofuels",21.7000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Landfill gas",14.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Sludge gas",14.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Other biogas",14.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Municipal wastes (biomass fraction)",27.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Crude oil",20.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Orimulsion",21.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Natural gas liquids",17.5000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Motor gasoline",18.9000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Aviation gasoline",19.1000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Jet Gasoline",19.1000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Jet Kerosene",19.5000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Other Kerosene",19.6000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Shale oil",20.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Gas/diesel oil",20.2000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Residual fuel oil",21.1000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Liquified Petroleum Gases (LPG)",17.2000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Ethane",16.8000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Naptha",20.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Bitumen",22.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Lubricants",20.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Petroleum coke",26.6000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Refinery feedstocks",20.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Refinery gas",15.7000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Paraffin waxes",20.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","White spirit and SBP",20.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Other petroleum products",20.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Anthracite",26.8000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Coking coal",25.8000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Other bituminous coal",25.8000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Sub-bituminous coal",26.2000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Lignite",27.6000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Oil shale and tar sands",29.1000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Brown coal briquettes",26.6000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Patent fuel",26.6000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Coke oven coke and Lignite coke",29.2000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Gas coke",29.2000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Coal tar",22.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Gas works gas",12.1000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Coke oven gas ",12.1000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Blast furnace gas",70.8000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Oxygen steel furnace gas",49.6000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Natural gas ",15.3000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Municipal wastes (non-biomass fraction)",25.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Waste oils",20.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Peat",28.9000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Wood/ wood waste",30.5000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Sulphite lyes (black liquor)",26.0000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Other primary solid biomass",27.3000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Charcoal",30.5000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Biogasoline",19.3000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Biodiesels",19.3000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Other liquid biofuels",21.7000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Landfill gas",14.9000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Sludge gas",14.9000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Other biogas",14.9000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Partial Oxidation","Municipal wastes (biomass fraction)",27.3000,0.0425,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
