"airportName","country","IATACode","fullName","latitude","longitude","units","source"
"Baroda [BDQ]","India","BDQ","Vadodara","22.34","73.23","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Stratford [BDR]","United States","BDR","Igor I Sikorsky Memorial","41.16","-73.13","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Brindisi [BDS]","Italy","BDS","Casale","40.66","17.95","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Gbadolite [BDT]","Zaire","BDT","Gbadolite","4.25","20.98","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bardufoss [BDU]","Norway","BDU","Bardufoss","69.06","18.54","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Benbecula [BEB]","United Kingdom","BEB","Benbecula","57.48","-7.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bedford [BED]","United States","BED","Laurence G Hanscom Field","42.47","-71.29","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bluefields [BEF]","Nicaragua","BEF","Bluefields","11.99","-83.77","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Belgrade [BEG]","Serbia","BEG","Belgrade","44.82","20.31","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Belem [BEL]","Brazil","BEL","Val De Caes","-1.38","-48.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Benghazi [BEN]","Libya","BEN","Benina","32.1","20.27","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Honington [BEQ]","United Kingdom","BEQ","Honington","52.34","0.77","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Brest [BES]","France","BES","Guipavas","48.45","-4.42","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bethel [BET]","United States","BET","Bethel","60.78","-161.84","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Beer-Sheba [BEV]","Israel","BEV","Teyman","31.29","34.72","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Beira [BEW]","Mozambique","BEW","Beira","-19.8","34.91","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Beirut [BEY]","Lebanon","BEY","Beirut International","33.81","35.49","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Curitiba [BFH]","Brazil","BFH","Bacacheri","-25.41","-49.23","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Seattle [BFI]","United States","BFI","Boeing Field King County International","47.53","-122.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bakersfield [BFL]","United States","BFL","Meadows Field","35.43","-119.06","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mobile [BFM]","United States","BFM","Mobile Downtown","30.63","-88.07","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bloemfontein [BFN]","South Africa","BFN","Bloemfontein","-29.09","26.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Chiredzi [BFO]","Zimbabwe","BFO","Chiredzi Buffalo Range","-21.01","31.58","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Belfast [BFS]","United Kingdom","BFS","Aldergrove","54.66","-6.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bafoussam [BFX]","Cameroon","BFX","Bafoussam","5.54","10.35","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bucaramanga [BGA]","Colombia","BGA","Palonegro","7.13","-73.18","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Braganca [BGC]","Portugal","BGC","Braganca","41.87","-6.71","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bangui [BGF]","Central African Republic","BGF","Bangui M Poko","4.4","18.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bridgetown [BGI]","Barbados","BGI","Grantley Adams International","13.07","-59.49","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Brueggen [BGN]","Germany","BGN","Bruggen","51.2","6.13","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bergen [BGO]","Norway","BGO","Bergen Flesland","60.29","5.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bangor [BGR]","United States","BGR","Bangor International","44.81","-68.83","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bangassou [BGU]","Central African Republic","BGU","Bangassou","4.78","22.78","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bage [BGX]","Brazil","BGX","Comandante Gustavo Kraemer","-31.39","-54.11","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bergamo [BGY]","Italy","BGY","Bergamo Orio Al Serio","45.67","9.7","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Belfast [BHD]","United Kingdom","BHD","City","54.62","-5.87","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Woodbourne [BHE]","New Zealand","BHE","Woodbourne","-41.52","173.87","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bisha [BHH]","Saudi Arabia","BHH","Bisha","19.98","42.62","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bahia Blanca [BHI]","Argentina","BHI","Comandante Espora","-38.72","-62.17","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bhuj [BHJ]","India","BHJ","Bhuj","23.29","69.67","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bukhara [BHK]","Uzbekistan","BHK","Bukhara","39.78","64.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Birmingham [BHM]","United States","BHM","Birmingham International","33.56","-86.75","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bhopal [BHO]","India","BHO","Bhopal","23.29","77.34","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bhaunagar [BHU]","India","BHU","Bhavnagar","21.75","72.19","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Birmingham [BHX]","United Kingdom","BHX","Birmingham","52.45","-1.75","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bastia [BIA]","Corsica","BIA","Poretta","42.55","9.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"El Paso [BIF]","United States","BIF","Biggs Army Air Field","31.85","-106.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Delta Junction [BIG]","United States","BIG","Allen Army Air Field","63.99","-145.72","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Biak [BIK]","Indonesia","BIK","Frans Kaisiepo","-1.19","136.11","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Alice Town [BIM]","Bahamas","BIM","South Bimini","25.7","-79.26","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bilbao [BIO]","Spain","BIO","Bilbao","43.3","-2.91","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Biarritz-Bayonne [BIQ]","France","BIQ","Anglet","43.47","-1.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Biratnagar [BIR]","Nepal","BIR","Biratnagar","26.48","87.26","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bismarck [BIS]","United States","BIS","Bismarck Municipal Airport","46.77","-100.75","degrees N and E","amee/defra 2008"
"Bria [BIV]","Central African Republic","BIV","Bria","6.53","21.99","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Biloxi [BIX]","United States","BIX","Keesler Air Force Base","30.41","-88.92","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bejaja [BJA]","Algeria","BJA","Soummam","36.71","5.07","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Batsfjord [BJF]","Norway","BJF","Batsfjord","70.6","29.69","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Banjul [BJL]","Gambia","BJL","Banjul International","13.34","-16.65","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bujumbura [BJM]","Burundi","BJM","Bujumbura International","-3.32","29.32","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bermejo [BJO]","Bolivia","BJO","Bermejo","-22.77","-64.32","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bahar Dar [BJR]","Ethiopia","BJR","Bahir Dar","11.61","37.32","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Del Bajio [BJX]","Mexico","BJX","De Guanajuato International","20.99","-101.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Badajoz [BJZ]","Spain","BJZ","Talavera La Real","38.89","-6.82","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Buckley [BKF]","United States","BKF","Air Force Base","39.7","-104.75","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Barking Sands [BKH]","United States","BKH","Barking Sands Pmrf","22.02","-159.79","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Kota Kinabalu [BKI]","Malaysia","BKI","Kota Kinabalu International","5.94","116.05","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bangkok [BKK]","Thailand","BKK","Bangkok International","13.91","100.61","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bamako [BKO]","Mali","BKO","Bamako Senou","12.53","-7.95","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bengkulu [BKS]","Indonesia","BKS","Padang Kemiling","-3.86","102.34","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bukavu/Kavumu [BKY]","Zaire","BKY","Bukavu Kavumu","-2.31","28.81","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Barcelona [BLA]","Venezuela","BLA","General Jose Antonio Anzoategui International","10.11","-64.69","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Borlange [BLE]","Sweden","BLE","Borlange","60.42","15.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bellingham [BLI]","United States","BLI","Bellingham International","48.79","-122.54","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Blackpool [BLK]","United Kingdom","BLK","Blackpool","53.77","-3.03","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Billund [BLL]","Denmark","BLL","Billund","55.74","9.15","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bologna [BLQ]","Italy","BLQ","Bologna","44.53","11.29","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bangalore [BLR]","India","BLR","Bangalore","12.95","77.67","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Belleville [BLV]","United States","BLV","Scott Air Force Base","38.55","-89.84","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Blantyre [BLZ]","Malawi","BLZ","Chileka International","-15.68","34.97","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Stockholm [BMA]","Sweden","BMA","Bromma","59.35","17.94","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Borkum [BMK]","Germany","BMK","Borkum","53.6","6.71","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bitam [BMM]","Gabon","BMM","Bitam","2.08","11.49","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bima [BMU]","Indonesia","BMU","Muhammad Salahuddin","-8.54","118.69","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Nashville [BNA]","United States","BNA","Nashville International","36.12","-86.68","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bandar Abbas [BND]","Iran","BND","Bandar Abbass International","27.22","56.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Brisbane [BNE]","Australia","BNE","Brisbane International","-27.38","153.12","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Benin [BNI]","Nigeria","BNI","Benin","6.32","5.6","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bronnoysund [BNN]","Norway","BNN","Bronnoy","65.46","12.21","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Barinas [BNS]","Venezuela","BNS","Barinas","8.62","-70.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bora Bora [BOB]","French Polynesia","BOB","Bora Bora","-16.44","-151.75","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bocas Del Toro [BOC]","Panama","BOC","Bocas Del Toro","9.34","-82.25","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bordeaux [BOD]","France","BOD","Merignac","44.83","-0.72","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bogota [BOG]","Colombia","BOG","Eldorado International","4.7","-74.15","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bournemouth [BOH]","United Kingdom","BOH","Bournemouth","50.78","-1.84","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Boise [BOI]","United States","BOI","Boise Air Terminal","43.56","-116.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bourgas [BOJ]","Bulgaria","BOJ","Burgas","42.57","27.51","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bombay [BOM]","India","BOM","Chhatrapati Shivaji International","19.09","72.87","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Kralendijk [BON]","Antilles","BON","Flamingo","12.13","-68.27","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bodoe [BOO]","Norway","BOO","Bodo","67.27","14.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bouar [BOP]","Central African Republic","BOP","Bouar","5.96","15.64","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Boston [BOS]","United States","BOS","General Edward Lawrence Logan International","42.36","-71.01","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bourges [BOU]","France","BOU","Bourges","47.06","2.37","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bobo-Dioulasso [BOY]","Burkina Faso","BOY","Bobo Dioulasso","11.16","-4.33","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bamenda [BPC]","Cameroon","BPC","Bamenda","6.04","10.12","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Barra Do Garcas [BPG]","Brazil","BPG","Barra Do Garcas","0","0","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Balikpapan [BPN]","Indonesia","BPN","Sepinggan","-1.27","116.89","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Beaumont [BPT]","United States","BPT","Southeast Texas Regional","29.95","-94.02","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Besalampy [BPY]","Madagascar","BPY","Besalampy","-16.74","44.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Biggin Hill [BQH]","United Kingdom","BQH","Biggin Hill","51.33","0.03","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Aguadilla [BQN]","Puerto Rico","BQN","Rafael Hernandez","18.49","-67.13","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Blagoveschensk [BQS]","Russia","BQS","Ignatyevo","50.42","127.41","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Carlos De Bariloch [BRC]","Argentina","BRC","San Carlos De Bariloche","-41.15","-71.16","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bremen [BRE]","Germany","BRE","Bremen","53.05","8.79","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bari [BRI]","Italy","BRI","Palese Macchie","41.14","16.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Barquisimeto [BRM]","Venezuela","BRM","Barquisimeto International","10.04","-69.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bern [BRN]","Switzerland","BRN","Bern Belp","46.91","7.5","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Brownsville [BRO]","United States","BRO","Brownsville South Padre Island International","25.91","-97.43","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
